match,value
https://www.flashscore.sk/zapas/xMVdUBIf/#/porovnanie-kurzov/,5.93
https://www.flashscore.sk/zapas/Wf9xQbCS/#/porovnanie-kurzov/,3.51
https://www.flashscore.sk/zapas/IJ7bh8tf/#/porovnanie-kurzov/,1.3
https://www.flashscore.sk/zapas/Ct72iSe0/#/porovnanie-kurzov/,2.95
https://www.flashscore.sk/zapas/0zk1xdwo/#/porovnanie-kurzov/,1.21
https://www.flashscore.sk/zapas/WfylP8dI/#/porovnanie-kurzov/,1.77
https://www.flashscore.sk/zapas/0zk1xdwo/#/porovnanie-kurzov/,2.22
https://www.flashscore.sk/zapas/0zk1xdwo/#/porovnanie-kurzov/,2.33
https://www.flashscore.sk/zapas/WfylP8dI/#/porovnanie-kurzov/,3.0
https://www.flashscore.sk/zapas/YLvXG4T7/#/porovnanie-kurzov/,1.12
https://www.flashscore.sk/zapas/KCsnzz8s/#/porovnanie-kurzov/,1.3
https://www.flashscore.sk/zapas/4IMDN025/#/porovnanie-kurzov/,1.06
https://www.flashscore.sk/zapas/bNAFI8Bc/#/porovnanie-kurzov/,1.02
https://www.flashscore.sk/zapas/GKUHQMzo/#/porovnanie-kurzov/,1.9
https://www.flashscore.sk/zapas/dY2mBkbN/#/porovnanie-kurzov/,1.87
https://www.flashscore.sk/zapas/dY2mBkbN/#/porovnanie-kurzov/,1.94
https://www.flashscore.sk/zapas/bNAFI8Bc/#/porovnanie-kurzov/,2.16
https://www.flashscore.sk/zapas/SGgJ5TLp/#/porovnanie-kurzov/,2.17
https://www.flashscore.sk/zapas/67hN4myi/#/porovnanie-kurzov/,1.7
https://www.flashscore.sk/zapas/OnZeVMbA/#/porovnanie-kurzov/,1.61
https://www.flashscore.sk/zapas/lpipHLyJ/#/porovnanie-kurzov/,1.01
https://www.flashscore.sk/zapas/KpuMYGpc/#/porovnanie-kurzov/,1.15
https://www.flashscore.sk/zapas/AghtI1MC/#/porovnanie-kurzov/,1.9
https://www.flashscore.sk/zapas/Ymm2ITv6/#/porovnanie-kurzov/,1.47
https://www.flashscore.sk/zapas/Ymm2ITv6/#/porovnanie-kurzov/,4.33
https://www.flashscore.sk/zapas/06LcjBeD/#/porovnanie-kurzov/,5.82
