match,value
https://www.flashscore.sk/zapas/lUMm2eYd/#/porovnanie-kurzov/,1.91
https://www.flashscore.sk/zapas/O8txt5Hf/#/porovnanie-kurzov/,1.72
https://www.flashscore.sk/zapas/O8txt5Hf/#/porovnanie-kurzov/,1.78
https://www.flashscore.sk/zapas/0Uct20MP/#/porovnanie-kurzov/,1.46
https://www.flashscore.sk/zapas/lUMm2eYd/#/porovnanie-kurzov/,1.96
https://www.flashscore.sk/zapas/O8txt5Hf/#/porovnanie-kurzov/,1.81
https://www.flashscore.sk/zapas/A3LM3990/#/porovnanie-kurzov/,2.75
https://www.flashscore.sk/zapas/SO7LjwcS/#/porovnanie-kurzov/,1.12
https://www.flashscore.sk/zapas/GQP3sAk8/#/porovnanie-kurzov/,1.27
https://www.flashscore.sk/zapas/MHPdUngo/#/porovnanie-kurzov/,2.3
https://www.flashscore.sk/zapas/xEiUOiQ5/#/porovnanie-kurzov/,1.1
https://www.flashscore.sk/zapas/O8txt5Hf/#/porovnanie-kurzov/,2.22
https://www.flashscore.sk/zapas/fZDUfSmS/#/porovnanie-kurzov/,2.36
https://www.flashscore.sk/zapas/nRgx3t7J/#/porovnanie-kurzov/,1.01
https://www.flashscore.sk/zapas/nRgx3t7J/#/porovnanie-kurzov/,1.31
https://www.flashscore.sk/zapas/4rMTQ8oB/#/porovnanie-kurzov/,3.07
https://www.flashscore.sk/zapas/SOTj6IdF/#/porovnanie-kurzov/,1.11
https://www.flashscore.sk/zapas/OjNa4dRR/#/porovnanie-kurzov/,1.22
https://www.flashscore.sk/zapas/APICulKK/#/porovnanie-kurzov/,1.8
https://www.flashscore.sk/zapas/rPiOtQoi/#/porovnanie-kurzov/,1.74
https://www.flashscore.sk/zapas/YN5fvcUI/#/porovnanie-kurzov/,1.93
https://www.flashscore.sk/zapas/tKDuIt9j/#/porovnanie-kurzov/,1.8
https://www.flashscore.sk/zapas/tKDuIt9j/#/porovnanie-kurzov/,2.06
https://www.flashscore.sk/zapas/vmZgyHzk/#/porovnanie-kurzov/,2.24
https://www.flashscore.sk/zapas/jerUsRnr/#/porovnanie-kurzov/,1.28
https://www.flashscore.sk/zapas/lGHGv8ZQ/#/porovnanie-kurzov/,1.81
https://www.flashscore.sk/zapas/nRgx3t7J/#/porovnanie-kurzov/,1.74
https://www.flashscore.sk/zapas/lGHGv8ZQ/#/porovnanie-kurzov/,2.0
https://www.flashscore.sk/zapas/dUn4yV9B/#/porovnanie-kurzov/,2.43
https://www.flashscore.sk/zapas/WCpwNVfI/#/porovnanie-kurzov/,1.43
https://www.flashscore.sk/zapas/SGutXfA2/#/porovnanie-kurzov/,6.99
https://www.flashscore.sk/zapas/WWUCSNO7/#/porovnanie-kurzov/,1.32
https://www.flashscore.sk/zapas/U7G7xBf5/#/porovnanie-kurzov/,1.01
https://www.flashscore.sk/zapas/zoPaagIF/#/porovnanie-kurzov/,1.11
https://www.flashscore.sk/zapas/AywYXjkI/#/porovnanie-kurzov/,1.99
https://www.flashscore.sk/zapas/dfIavXPh/#/porovnanie-kurzov/,1.77
https://www.flashscore.sk/zapas/zoPaagIF/#/porovnanie-kurzov/,1.15
https://www.flashscore.sk/zapas/QuVbR7yK/#/porovnanie-kurzov/,4.09
https://www.flashscore.sk/zapas/zoPaagIF/#/porovnanie-kurzov/,1.33
https://www.flashscore.sk/zapas/fu1rdYY7/#/porovnanie-kurzov/,1.19
https://www.flashscore.sk/zapas/jerUsRnr/#/porovnanie-kurzov/,1.66
https://www.flashscore.sk/zapas/hKjLjz24/#/porovnanie-kurzov/,1.13
https://www.flashscore.sk/zapas/4dXcLYM9/#/porovnanie-kurzov/,1.69
https://www.flashscore.sk/zapas/0OQ6JCiM/#/porovnanie-kurzov/,1.03
https://www.flashscore.sk/zapas/QmHL3gCU/#/porovnanie-kurzov/,1.61
https://www.flashscore.sk/zapas/QmHL3gCU/#/porovnanie-kurzov/,1.77
https://www.flashscore.sk/zapas/rZK0ft1i/#/porovnanie-kurzov/,12.09
https://www.flashscore.sk/zapas/GWAl6uO3/#/porovnanie-kurzov/,6.55
https://www.flashscore.sk/zapas/Kb8nZocl/#/porovnanie-kurzov/,1.69
https://www.flashscore.sk/zapas/QmHL3gCU/#/porovnanie-kurzov/,3.44
https://www.flashscore.sk/zapas/lSakWh0j/#/porovnanie-kurzov/,1.88
https://www.flashscore.sk/zapas/f50oXYpp/#/porovnanie-kurzov/,1.38
https://www.flashscore.sk/zapas/Ea8zohvr/#/porovnanie-kurzov/,1.87
https://www.flashscore.sk/zapas/2V3gVCFd/#/porovnanie-kurzov/,2.33
https://www.flashscore.sk/zapas/vw6ahPMt/#/porovnanie-kurzov/,2.77
https://www.flashscore.sk/zapas/hfZsD7hU/#/porovnanie-kurzov/,1.33
https://www.flashscore.sk/zapas/2NciY5Cf/#/porovnanie-kurzov/,1.05
https://www.flashscore.sk/zapas/bBjXpEmI/#/porovnanie-kurzov/,1.6
https://www.flashscore.sk/zapas/UJWPBmLG/#/porovnanie-kurzov/,1.2
https://www.flashscore.sk/zapas/dIOVdgkI/#/porovnanie-kurzov/,1.25
https://www.flashscore.sk/zapas/GQ1eXPR0/#/porovnanie-kurzov/,1.54
https://www.flashscore.sk/zapas/dIOVdgkI/#/porovnanie-kurzov/,1.33
https://www.flashscore.sk/zapas/zT7ylfKf/#/porovnanie-kurzov/,1.21
https://www.flashscore.sk/zapas/O4Qz16gK/#/porovnanie-kurzov/,1.19
https://www.flashscore.sk/zapas/rk77epHs/#/porovnanie-kurzov/,1.05
https://www.flashscore.sk/zapas/O4Qz16gK/#/porovnanie-kurzov/,1.31
https://www.flashscore.sk/zapas/xS4sWIhM/#/porovnanie-kurzov/,2.5
https://www.flashscore.sk/zapas/xS4sWIhM/#/porovnanie-kurzov/,3.23
https://www.flashscore.sk/zapas/rk77epHs/#/porovnanie-kurzov/,1.27
https://www.flashscore.sk/zapas/n9EegVlh/#/porovnanie-kurzov/,2.06
https://www.flashscore.sk/zapas/4UGpHCfc/#/porovnanie-kurzov/,1.04
https://www.flashscore.sk/zapas/fBVyuUYB/#/porovnanie-kurzov/,20.97
https://www.flashscore.sk/zapas/40mbNtHC/#/porovnanie-kurzov/,3.68
https://www.flashscore.sk/zapas/fBVyuUYB/#/porovnanie-kurzov/,33.89
https://www.flashscore.sk/zapas/fBVyuUYB/#/porovnanie-kurzov/,44.75
https://www.flashscore.sk/zapas/vFNWJcbJ/#/porovnanie-kurzov/,1.1
https://www.flashscore.sk/zapas/x4tCIpwD/#/porovnanie-kurzov/,1.05
https://www.flashscore.sk/zapas/U5kvplTp/#/porovnanie-kurzov/,1.44
https://www.flashscore.sk/zapas/p6k0f8Gu/#/porovnanie-kurzov/,1.02
https://www.flashscore.sk/zapas/Gf1hHFLd/#/porovnanie-kurzov/,1.01
https://www.flashscore.sk/zapas/0lWXuAJ5/#/porovnanie-kurzov/,2.25
https://www.flashscore.sk/zapas/M5uuFcP3/#/porovnanie-kurzov/,1.23
https://www.flashscore.sk/zapas/CWXIVjTD/#/porovnanie-kurzov/,2.57
https://www.flashscore.sk/zapas/OdAnjGY7/#/porovnanie-kurzov/,3.01
https://www.flashscore.sk/zapas/txNVQ7wn/#/porovnanie-kurzov/,1.02
https://www.flashscore.sk/zapas/EFlOywVT/#/porovnanie-kurzov/,4.85
https://www.flashscore.sk/zapas/U5kvplTp/#/porovnanie-kurzov/,1.69
https://www.flashscore.sk/zapas/KOc00mUQ/#/porovnanie-kurzov/,1.29
https://www.flashscore.sk/zapas/xl2qb6wr/#/porovnanie-kurzov/,1.54
https://www.flashscore.sk/zapas/ljGbpjJ9/#/porovnanie-kurzov/,3.75
https://www.flashscore.sk/zapas/0z9LqQSg/#/porovnanie-kurzov/,3.04
https://www.flashscore.sk/zapas/6XBTs4c6/#/porovnanie-kurzov/,1.72
https://www.flashscore.sk/zapas/0z9LqQSg/#/porovnanie-kurzov/,3.78
https://www.flashscore.sk/zapas/pWrkct2P/#/porovnanie-kurzov/,1.98
https://www.flashscore.sk/zapas/AZNYeO2n/#/porovnanie-kurzov/,6.0
https://www.flashscore.sk/zapas/StF2qAYF/#/porovnanie-kurzov/,8.73
https://www.flashscore.sk/zapas/x4tCIpwD/#/porovnanie-kurzov/,1.07
https://www.flashscore.sk/zapas/IkAuOTsl/#/porovnanie-kurzov/,2.02
https://www.flashscore.sk/zapas/nHSdMHek/#/porovnanie-kurzov/,1.5
https://www.flashscore.sk/zapas/0zHEqoJ7/#/porovnanie-kurzov/,2.57
https://www.flashscore.sk/zapas/dnzCp72J/#/porovnanie-kurzov/,2.62
https://www.flashscore.sk/zapas/hE9VyFbJ/#/porovnanie-kurzov/,4.5
https://www.flashscore.sk/zapas/6Laica8g/#/porovnanie-kurzov/,1.57
https://www.flashscore.sk/zapas/6Laica8g/#/porovnanie-kurzov/,3.24
https://www.flashscore.sk/zapas/ULmHWRke/#/porovnanie-kurzov/,5.26
https://www.flashscore.sk/zapas/KCsSQtCp/#/porovnanie-kurzov/,1.73
